box #,latfloor,latceiling,depthceiling,depthfloor,dCo_mean_obs,O2_mean_obs,PO4_mean_obs,dCo_mean_model,O2_mean_model,PO4_mean_model
348,-10,-9,60,70,,,,2.9687032500902797,201.25796127319302,0.168728247284889
349,-10,-9,70,80,,,,3.0412698189417497,203.321264902751,0.17346085732181898
350,-10,-9,80,90,,,,3.21262800693512,205.619468688965,0.17900756870706896
351,-10,-9,90,100,,,,3.4598634243011497,208.229470570882,0.184951814512412
352,-10,-9,100,110,,,,3.80321594079336,211.21597544352198,0.19101593643426898
353,-10,-9,110,120,,,,4.33132565021515,214.218785603841,0.19960462301969503
354,-10,-9,120,135,,,,5.29304111003876,214.78836186726897,0.226595710963011
355,-10,-9,135,150,,,,7.06656448046366,212.25112024943002,0.275989952186743
356,-10,-9,150,175,,,,10.065742572148599,205.61945724487302,0.35557845234870894
357,-10,-9,175,200,,,,13.5160535176595,196.675496419271,0.469756091634432
358,-10,-9,200,250,,,,18.3969397544861,184.885345458984,0.6768147101004921
359,-10,-9,250,300,,,,26.438196500142396,167.437999725342,1.06918686628342
360,-10,-9,300,500,,,,34.6367470423381,151.153055826823,1.5667828818162302
361,-10,-9,500,700,,,,38.8417612711589,141.361307779948,2.0136257012685097
362,-10,-9,700,1000,,,,41.0170656840006,129.713010152181,2.36225650707881
363,-10,-9,1000,1250,,,,42.11294746398929,122.16840998331699,2.59341951211294
364,-10,-9,1250,1500,,,,42.4354467391968,123.416252772013,2.68977795044581
365,-10,-9,1500,2000,,,,42.3728965123494,135.467426300049,2.6904931465784703
366,-10,-9,2000,2500,,,,42.357312202453606,154.413912455241,2.6493652065595
367,-10,-9,2500,3000,,,,42.855382601420104,174.635599772135,2.58000441392263
368,-10,-9,3000,3500,,,,44.4366617202759,197.02907053629602,2.5007837216059396
369,-10,-9,3500,4000,,,,46.317384719848604,210.754440307617,2.45795049269994
370,-10,-9,4000,4500,,,,48.5162649154663,221.560077667236,2.4296381672223397
371,-10,-9,4500,5000,,,,49.535336812337206,225.558882395426,2.42097999652227
372,-10,-9,5000,5500,,,,,,
373,-9,-8,0,10,,,,3.31523845593135,198.430711110433,0.16443178181846899
374,-9,-8,10,20,,,,3.31523845593135,198.430713653564,0.16443178554376
375,-9,-8,20,30,,,,3.3152384161949198,198.430713653564,0.164431788027287
376,-9,-8,30,40,,,,3.3152384161949198,198.430713653564,0.16443179299434
377,-9,-8,40,50,,,,3.3130765358607,198.45755894978802,0.164460395773252
378,-9,-8,50,60,,,,3.27264755964279,198.787595113118,0.16493634134531002
379,-9,-8,60,70,,,,3.2437613805135097,199.829409281413,0.166707665969928
380,-9,-8,70,80,,,,3.2973892688751203,201.721078236898,0.17059693485498403
381,-9,-8,80,90,,,,3.4428062438964804,204.220068613688,0.176370643079281
382,-9,-8,90,100,,,,3.70199505488078,207.050263722738,0.18342087417841
383,-9,-8,100,110,,,,4.13846888144811,210.05964787801102,0.193019067247709
384,-9,-8,110,120,,,,4.918459693590799,211.58984247843398,0.216456539928913
385,-9,-8,120,135,,,,6.32182705402374,211.02674357096402,0.257237438112497
386,-9,-8,135,150,,,,8.69675958156586,207.589838663737,0.32225798070430794
387,-9,-8,150,175,,,,12.2569144566854,199.750024159749,0.424237653613091
388,-9,-8,175,200,,,,16.4333138465881,189.107795715332,0.577198132872581
389,-9,-8,200,250,,,,22.2072113355001,175.07787450154598,0.839148794611295
390,-9,-8,250,300,,,,29.8087010383606,158.30893961588498,1.23314592242241
391,-9,-8,300,500,,,,36.328680674235,144.676345825195,1.6720524728298203
392,-9,-8,500,700,,,,39.511871337890604,136.027360280355,2.0607922077179
393,-9,-8,700,1000,,,,41.3762826919556,125.78893725077299,2.3834275205930098
394,-9,-8,1000,1250,,,,42.3387591044108,119.497756958008,2.60431538025538
395,-9,-8,1250,1500,,,,42.5879573822021,121.61428324381501,2.69652223587036
396,-9,-8,1500,2000,,,,42.479144732157394,134.545757293701,2.69440895318985
397,-9,-8,2000,2500,,,,42.423767725626604,154.35198211669902,2.65113961696625
398,-9,-8,2500,3000,,,,42.8891766866048,174.234755198161,2.58299930890401
399,-9,-8,3000,3500,,,,44.5005429585775,197.074150085449,2.50256045659383
400,-9,-8,3500,4000,,,,46.3559726079305,210.45873896280898,2.46094743410746
401,-9,-8,4000,4500,,,,48.49480247497561,221.148834228516,2.4320416450500497
402,-9,-8,4500,5000,,,,49.620221455891894,225.641819000244,2.42198950052261
403,-9,-8,5000,5500,,,,,,
404,-8,-7,0,10,7.831929161000001,,,3.81533126036326,199.213793436686,0.165359480927388
405,-8,-7,10,20,,,,3.81533126036326,199.21379470825198,0.165359482169151
406,-8,-7,20,30,4.279124679,198.6,0.36,3.81533128023148,199.21379470825198,0.165359492103259
407,-8,-7,30,40,,,,3.81533128023148,199.21379470825198,0.165359494586786
408,-8,-7,40,50,,,,3.8150336345036804,199.21649678548198,0.16536385317643498
409,-8,-7,50,60,,,,3.7920068701108303,199.39835103352902,0.16556507969896
410,-8,-7,60,70,6.0168941270000005,194.1,0.37,3.7791799306869502,200.062074025472,0.166400776555141
411,-8,-7,70,80,,,,3.8091006676356,201.336943308512,0.16856605807940198
412,-8,-7,80,90,16.72561563,191.0,0.36,3.93485573927561,203.387138366699,0.17320990686615303
413,-8,-7,90,100,,,,4.19751598437627,205.63787206014,0.183560596158107
414,-8,-7,100,110,,,,4.7184765736262,206.82076899210603,0.20685294518868103
415,-8,-7,110,120,11.36599708,178.6,0.38,5.7375581661860195,207.039010365804,0.24311017493406895
416,-8,-7,120,135,,,,7.58267895380656,205.62936274210603,0.297247365117073
417,-8,-7,135,150,15.80954259,166.6,0.39,10.6512900193532,200.965375264486,0.3826149726907411
418,-8,-7,150,175,,,,14.7463950316111,192.275960286458,0.511327989399433
419,-8,-7,175,200,,,,19.6365359624227,180.419752756755,0.7061094343662259
420,-8,-7,200,250,31.79092331,144.5,0.82,25.8354557355245,165.68207804361998,1.0018963515758499
421,-8,-7,250,300,50.42956668,72.6,1.78,32.4325625101725,151.096930185954,1.3680986464023601
422,-8,-7,300,500,69.779964815,47.55,2.37,37.4482911427816,139.786220550537,1.75011718273163
423,-8,-7,500,700,54.59106286,50.6,2.79,40.0102739334106,131.81748453776,2.09324723482132
424,-8,-7,700,1000,51.07353254,71.4,2.86,41.686671257019,122.42972373962401,2.39936429262161
425,-8,-7,1000,1250,43.36507271,88.6,2.8,42.5505924224854,117.01734288533501,2.614155570666
426,-8,-7,1250,1500,,,,42.7283824284871,119.98416709899901,2.7029881278673797
427,-8,-7,1500,2000,,,,42.576159159342396,133.723780314128,2.69804247220357
428,-8,-7,2000,2500,,,,42.4851573308309,154.387287139893,2.65224915742874
429,-8,-7,2500,3000,,,,42.9238764444987,174.03247706095402,2.5849302013715096
430,-8,-7,3000,3500,,,,44.5431197484334,197.00270843505902,2.50439538558324
431,-8,-7,3500,4000,,,,46.3823788960775,210.16135406494098,2.46361819903056
432,-8,-7,4000,4500,,,,48.478485107421896,220.79675547281897,2.43413511912028
433,-8,-7,4500,5000,,,,49.4379504521688,224.48813756307004,2.42660629749298
434,-8,-7,5000,5500,,,,,,
435,-7,-6,0,10,,,,3.81533126036326,199.213793436686,0.165359480927388
436,-7,-6,10,20,,,,3.81533126036326,199.21379470825198,0.165359482169151
437,-7,-6,20,30,,,,3.81533128023148,199.21379470825198,0.165359492103259
438,-7,-6,30,40,,,,3.81533128023148,199.21379470825198,0.165359494586786
439,-7,-6,40,50,,,,3.8150336345036804,199.21649678548198,0.16536385317643498
440,-7,-6,50,60,,,,3.7920068701108303,199.39835103352902,0.16556507969896
441,-7,-6,60,70,,,,3.7791799306869502,200.062074025472,0.166400776555141
442,-7,-6,70,80,,,,3.8091006676356,201.336943308512,0.16856605807940198
443,-7,-6,80,90,,,,3.93485573927561,203.387138366699,0.17320990686615303
444,-7,-6,90,100,,,,4.19751598437627,205.63787206014,0.183560596158107
445,-7,-6,100,110,,,,4.7184765736262,206.82076899210603,0.20685294518868103
446,-7,-6,110,120,,,,5.7375581661860195,207.039010365804,0.24311017493406895
447,-7,-6,120,135,,,,7.58267895380656,205.62936274210603,0.297247365117073
448,-7,-6,135,150,,,,10.6512900193532,200.965375264486,0.3826149726907411
449,-7,-6,150,175,,,,14.7463950316111,192.275960286458,0.511327989399433
450,-7,-6,175,200,,,,19.6365359624227,180.419752756755,0.7061094343662259
451,-7,-6,200,250,,,,25.8354557355245,165.68207804361998,1.0018963515758499
452,-7,-6,250,300,,,,32.4325625101725,151.096930185954,1.3680986464023601
453,-7,-6,300,500,,,,37.4482911427816,139.786220550537,1.75011718273163
454,-7,-6,500,700,,,,40.0102739334106,131.81748453776,2.09324723482132
455,-7,-6,700,1000,,,,41.686671257019,122.42972373962401,2.39936429262161
456,-7,-6,1000,1250,,,,42.5505924224854,117.01734288533501,2.614155570666
457,-7,-6,1250,1500,,,,42.7283824284871,119.98416709899901,2.7029881278673797
458,-7,-6,1500,2000,,,,42.576159159342396,133.723780314128,2.69804247220357
459,-7,-6,2000,2500,,,,42.4851573308309,154.387287139893,2.65224915742874
460,-7,-6,2500,3000,,,,42.9238764444987,174.03247706095402,2.5849302013715096
461,-7,-6,3000,3500,,,,44.5431197484334,197.00270843505902,2.50439538558324
462,-7,-6,3500,4000,,,,46.3823788960775,210.16135406494098,2.46361819903056
463,-7,-6,4000,4500,,,,48.478485107421896,220.79675547281897,2.43413511912028
464,-7,-6,4500,5000,,,,49.4379504521688,224.48813756307004,2.42660629749298
465,-7,-6,5000,5500,,,,,,
466,-6,-5,0,10,1.83362489,,0.37,4.49203528960546,200.888373057048,0.16615750640630703
467,-6,-5,10,20,,,,4.49203528960546,200.888378143311,0.16615751013159802
468,-6,-5,20,30,5.268236118,202.1,0.39,4.49203528960546,200.88837941487597,0.166157522549232
469,-6,-5,30,40,,,,4.492035329341889,200.888384501139,0.16615754117568302
470,-6,-5,40,50,,,,4.49355747302373,200.917282104492,0.166178779055675
471,-6,-5,50,60,,,,4.48820571104685,201.20942433675097,0.166385386139154
472,-6,-5,60,70,13.70289948,203.4,0.42,4.46418058872223,201.882277170817,0.167101670056581
473,-6,-5,70,80,,,,4.49000867207845,202.88156890869098,0.169414807111025
474,-6,-5,80,90,34.51607478,201.3,0.48,4.65540631612142,203.507982889811,0.17929252237081503
475,-6,-5,90,100,,,,4.97226405143738,203.60224405924498,0.20046946033835397
476,-6,-5,100,110,31.30626313,195.6,0.48,5.61096215248108,203.05560811360698,0.234769475956758
477,-6,-5,110,120,,,,6.889525691668191,202.00737253824903,0.28055068726340904
478,-6,-5,120,135,36.22076614,191.1,0.5,9.24245607852936,199.265351613363,0.34946915258963895
479,-6,-5,135,150,,,,12.8487743536631,193.558195749919,0.455957874655724
480,-6,-5,150,175,41.18748532,164.4,0.58,17.4409024715424,184.20628102620398,0.6151452784736949
481,-6,-5,175,200,91.44303869,96.8,1.37,22.903721809387196,171.623418172201,0.8480264097452159
482,-6,-5,200,250,149.31109630000003,58.9,1.81,29.0019598007202,157.726431528727,1.15144560734431
483,-6,-5,250,300,120.68783490000001,17.1,2.07,34.4280926386515,145.80318196614598,1.4743980566660602
484,-6,-5,300,500,88.24417228499999,44.575,2.2175000000000002,38.25710709889729,136.076731363932,1.80522441864014
485,-6,-5,500,700,67.4925372,59.5,2.43,40.3907391230265,128.348618189494,2.11578128735224
486,-6,-5,700,1000,61.688114174999995,77.94999999999999,2.705,41.9616107940674,119.481428782145,2.41257427136103
487,-6,-5,1000,1250,37.55655866,98.9,2.75,42.74872907002771,114.73623466491699,2.62349188327789
488,-6,-5,1250,1500,,,,42.855860710144,118.53062947591101,2.7091547648112
489,-6,-5,1500,2000,35.96492426,107.0,2.77,42.6620887120565,132.988744099935,2.7014698584874504
490,-6,-5,2000,2500,28.68074378,110.7,2.69,42.540158589681,154.475980122884,2.6529072523117097
491,-6,-5,2500,3000,28.85235347,129.4,2.57,42.962087949117006,174.08351898193402,2.58566083510717
492,-6,-5,3000,3500,25.33962216,144.8,2.46,44.5593185424805,196.747395833333,2.50658098856608
493,-6,-5,3500,4000,,,,46.405595779418896,209.888121287028,2.46604474385579
494,-6,-5,4000,4500,26.54263565,172.8,2.33,48.4612744649251,220.484610239665,2.4359313448270203
495,-6,-5,4500,5000,,,,49.478247960408495,224.46745300293,2.4272704521815
496,-6,-5,5000,5500,34.73255819,187.3,2.295,,,
497,-5,-4,0,10,,,,5.343519250551861,203.617506663005,0.170488725105921
498,-5,-4,10,20,,,,5.34351929028829,203.617511749268,0.17048874745766301
499,-5,-4,20,30,,,,5.34351885318756,203.617530822754,0.17048883313934
500,-5,-4,30,40,,,,5.34263614813487,203.634934743245,0.170608885586262
501,-5,-4,40,50,,,,5.324819485346481,203.73629633585603,0.17110558102528303
502,-5,-4,50,60,,,,5.3095193306605,204.093064626058,0.172580552597841
503,-5,-4,60,70,,,,5.31496731440226,204.528638203939,0.17600774516662
504,-5,-4,70,80,,,,5.414235909779871,204.435050964355,0.185484436651071
505,-5,-4,80,90,,,,5.607961694399519,203.986487070719,0.20116259902715697
506,-5,-4,90,100,,,,6.030152678489691,202.60275141398103,0.23070236419638002
507,-5,-4,100,110,,,,6.86068761348724,200.446976979574,0.27321281035741196
508,-5,-4,110,120,,,,8.447988152503969,197.800926208496,0.327386143306891
509,-5,-4,120,135,,,,11.094541152318302,193.655361175537,0.40751328816016497
510,-5,-4,135,150,,,,15.0685964425405,186.757918039958,0.5360687275727589
511,-5,-4,150,175,,,,20.1786017417908,176.504479726156,0.728640000025431
512,-5,-4,175,200,,,,26.0147530237834,163.822935740153,0.9887224237124119
513,-5,-4,200,250,,,,31.618192513783804,151.781382242839,1.2781157990296699
514,-5,-4,250,300,,,,35.9365282058716,142.14012781779,1.55516291658084
515,-5,-4,300,500,,,,38.835289001464794,133.166618347168,1.84263666470846
516,-5,-4,500,700,,,,40.6919625600179,125.33913675943998,2.13309478759766
517,-5,-4,700,1000,,,,42.206234614054395,116.863700866699,2.42469048500061
518,-5,-4,1000,1250,,,,42.9304246902466,112.687745412191,2.63240545988083
519,-5,-4,1250,1500,,,,42.9696207046509,117.256874084473,2.71489733457565
520,-5,-4,1500,2000,,,,42.7353458404541,132.32932662963898,2.70470257600149
521,-5,-4,2000,2500,,,,42.5878988901774,154.56397247314501,2.65334955851237
522,-5,-4,2500,3000,,,,43.004889170328795,174.411111195882,2.58521912495295
523,-5,-4,3000,3500,,,,44.5516862869263,196.323089599609,2.50909481445948
524,-5,-4,3500,4000,,,,46.42605113983149,209.625011444092,2.4683123230934103
525,-5,-4,4000,4500,,,,48.4704739252726,220.32409667968798,2.43723702430725
526,-5,-4,4500,5000,,,,49.7748120625814,225.583290100098,2.4251823623975097
527,-5,-4,5000,5500,,,,,,
528,-4,-3,0,10,,,,6.3033433755238795,205.715586344401,0.195113629102707
529,-4,-3,10,20,,,,6.3033435344696,205.71559270223,0.195113675047954
530,-4,-3,20,30,,,,6.30440533161163,205.740901947021,0.195253738512596
531,-4,-3,30,40,,,,6.30797592798869,205.76634089152,0.195746983091036
532,-4,-3,40,50,,,,6.274388233820599,205.87458419799802,0.197014423708121
533,-4,-3,50,60,,,,6.26363837718964,206.052604675293,0.20038689052065198
534,-4,-3,60,70,,,,6.32367412249247,205.950417836507,0.207557337979476
535,-4,-3,70,80,,,,6.45839111010234,205.52857971191398,0.21951810891429602
536,-4,-3,80,90,,,,6.7010473410288505,204.71530024210603,0.23668820907672197
537,-4,-3,90,100,,,,7.185574014981589,202.94902547200502,0.264498118311167
538,-4,-3,100,110,,,,8.13211568196615,199.854665120443,0.308519899845123
539,-4,-3,110,120,,,,9.878514488538109,196.190645853678,0.36714586118857107
540,-4,-3,120,135,,,,12.706734975179,190.647666931152,0.458258002996445
541,-4,-3,135,150,,,,17.0973398685455,181.720279693604,0.613067887723446
542,-4,-3,150,175,,,,22.772884527842198,170.13344319661502,0.83914386232694
543,-4,-3,175,200,,,,28.730790456136102,158.029322306315,1.1111758351326
544,-4,-3,200,250,,,,33.6665290196737,148.049372355143,1.37516235311826
545,-4,-3,250,300,,,,37.0411424636841,139.730066935221,1.61345982551575
546,-4,-3,300,500,,,,39.233289082845104,130.818339029948,1.86706062157949
547,-4,-3,500,700,,,,40.9457969665527,122.63999621073401,2.1486658056577
548,-4,-3,700,1000,,,,42.4232902526855,114.55443000793501,2.43629827102025
549,-4,-3,1000,1250,,,,43.0943314234416,110.899571736654,2.64073248704275
550,-4,-3,1250,1500,,,,43.070709228515604,116.156302769979,2.7200747728347796
551,-4,-3,1500,2000,,,,42.795825958252,131.73912302653,2.70770279566447
552,-4,-3,2000,2500,,,,42.6284065246582,154.596869150798,2.65381215016047
553,-4,-3,2500,3000,,,,43.052278200785295,174.997512817383,2.58371172348658
554,-4,-3,3000,3500,,,,44.5249252319336,195.77651723225898,2.5118137995402003
555,-4,-3,3500,4000,,,,46.445304552714006,209.37873458862302,2.47041642665863
556,-4,-3,4000,4500,,,,48.4894037246704,220.22927347819,2.4383142789204904
557,-4,-3,4500,5000,,,,50.0577061971029,226.570655822754,2.42355100313822
558,-4,-3,5000,5500,,,,,,
559,-3,-2,0,10,5.867918761,,0.42,8.314314564069111,208.588820139567,0.27173834666609803
560,-3,-2,10,20,,,,8.326283295949299,208.72436650594102,0.272392994413773
561,-3,-2,20,30,,,,8.34279453754425,208.80381266276,0.27342878406246496
562,-3,-2,30,40,6.822092303,199.9,0.42,8.36185340086619,208.831858317057,0.274775162339211
563,-3,-2,40,50,,,,8.3701179822286,208.844746907552,0.27638097107410403
564,-3,-2,50,60,,,,8.39052891731262,208.776952107747,0.278923502812783
565,-3,-2,60,70,14.44803077,199.6,0.42,8.445128679275511,208.54419708252,0.283070762952169
566,-3,-2,70,80,,,,8.52550454934438,208.06915918986,0.28924204657475205
567,-3,-2,80,90,19.38543921,197.2,0.5,8.690087278683981,207.147282918294,0.300464686006308
568,-3,-2,90,100,,,,9.04797871907552,205.33478418986,0.319732322047154
569,-3,-2,100,110,34.39082352,193.5,0.57,9.93971129258474,201.78564580281602,0.35576790322860097
570,-3,-2,110,120,,,,11.8747080167135,196.088120778402,0.42354566355546297
571,-3,-2,120,135,50.71275113,164.0,0.64,15.348056316375699,187.550290425618,0.5452604716022811
572,-3,-2,135,150,,,,20.5157676537832,175.493656158447,0.740846606592337
573,-3,-2,150,175,47.04743234,147.9,0.93,26.726174513498897,163.310888926188,0.9942682087421421
574,-3,-2,175,200,167.03458369999998,41.0,1.99,32.217343171437605,154.143895467122,1.24610352516174
575,-3,-2,200,250,123.93685049999999,22.8,2.21,36.009245236714705,146.42707824707,1.4665535390377
576,-3,-2,250,300,119.8059135,12.9,2.3,38.2040351231893,137.615790049235,1.66754499077797
577,-3,-2,300,500,100.0877119125,12.425,2.465,39.6817843119303,127.359849294027,1.89138545592626
578,-3,-2,500,700,70.61023192,41.7,2.55,41.376404444376604,118.013469060262,2.1798376441001897
579,-3,-2,700,1000,57.95302262,72.0,2.74,42.7810990015666,110.810053507487,2.4574456016222594
580,-3,-2,1000,1250,45.27147623,88.5,2.76,43.3670822779338,108.046696980794,2.65505321820577
581,-3,-2,1250,1500,,,,43.2390190760295,114.370240529378,2.7285978992780096
582,-3,-2,1500,2000,34.6008079,104.5,2.75,42.8855072657267,130.783841451009,2.71287912130356
583,-3,-2,2000,2500,28.65318698,109.0,2.67,42.6907157897949,154.415364583333,2.6552560130755096
584,-3,-2,2500,3000,21.46045372,129.8,2.58,43.1555541356405,176.754806518555,2.57838459809621
585,-3,-2,3000,3500,20.36308846,138.4,2.52,44.4315999348958,194.505889892578,2.51735369364421
586,-3,-2,3500,4000,19.3104597,159.5,2.39,46.50149726867679,209.078885396322,2.4736950000127202
587,-3,-2,4000,4500,27.37952686,177.8,2.33,48.4542891184489,219.755861918132,2.4410548011461897
588,-3,-2,4500,5000,37.416976700000006,177.9,2.65,49.57057825724279,224.17056528727198,2.43105435371399
