box #,latfloor,latceiling,depthceiling,depthfloor,dCo_mean_obs,O2_mean_obs,PO4_mean_obs,dCo_mean_model,O2_mean_model,PO4_mean_model
1247,19,20,60,70,,,,3.2477041184902147,213.55269813537598,0.13175284986694646
1248,19,20,70,80,,,,3.2999300857384997,215.4889329274495,0.12580176598082002
1249,19,20,80,90,,,,3.3794930676619197,217.45268821716303,0.117227432628473
1250,19,20,90,100,,,,3.5081889430681903,219.8679536183675,0.1055017405500015
1251,19,20,100,110,0.8950046779999999,215.0,0.03,3.71067921320597,222.416203180949,0.0942546334117651
1252,19,20,110,120,,,,4.049402137597404,224.31725311279297,0.0884077629695336
1253,19,20,120,135,,,,4.741140782833095,224.0545171101885,0.0989781068637966
1254,19,20,135,150,,,,6.265682220458985,222.290288289388,0.12948572480430198
1255,19,20,150,175,,,,8.916284322738644,218.52038192749,0.187405423571666
1256,19,20,175,200,,,,12.97249658902485,212.5171235402425,0.29434305926164
1257,19,20,200,250,,,,20.5213573773702,201.50494321187347,0.5345548142989476
1258,19,20,250,300,,,,34.062568664550795,175.620454152425,1.06026036540667
1259,19,20,300,500,66.79159179999999,184.9,1.29,47.1752764383952,130.5844996770225,1.7790543337663
1260,19,20,500,700,83.47533604,41.5,2.77,51.58577060699465,91.16369787851968,2.358558873335525
1261,19,20,700,1000,,,,50.8815350532532,77.80997021993,2.6806032160917903
1262,19,20,1000,1250,49.71720807,46.8,3.04,48.538009007771805,80.06750679016115,2.814472883939745
1263,19,20,1250,1500,48.45417917,56.2,3.0,45.54937235514325,95.40435218811035,2.8234713574250554
1264,19,20,1500,2000,33.1394825,82.0,2.885,43.4790767033895,124.84128284454351,2.7614842057228053
1265,19,20,2000,2500,39.827070346666666,99.85,2.7800000000000002,42.9700991312663,157.28695678710952,2.656579186518985
1266,19,20,2500,3000,,,,43.7817145983378,185.563891728719,2.5560231904188804
1267,19,20,3000,3500,,,,44.93464771906535,199.942212422689,2.50555349389712
1268,19,20,3500,4000,,,,45.72455040613809,205.42426109313953,2.4876416126886998
1269,19,20,4000,4500,,,,46.66282351811725,211.21133041381802,2.466924359401065
1270,19,20,4500,5000,,,,47.907144069671595,218.328578313192,2.4416997631390904
1271,19,20,5000,5500,,,,,,
1272,20,21,0,10,,,,3.2905572652816804,213.017094930013,0.124048952013254
1273,20,21,10,20,,,,3.2905571659406,213.01709874471,0.12404894890884599
1274,20,21,20,30,,,,3.2907418409983302,213.021123250326,0.12402781844139099
1275,20,21,30,40,,,,3.2943016290664704,213.037260691325,0.12382718299826
1276,20,21,40,50,,,,3.3158822655677795,213.121785481771,0.122557735070586
1277,20,21,50,60,,,,3.3665679693222006,213.531773885091,0.11805826301376
1278,20,21,60,70,,,,3.34776373704275,214.472613016764,0.11129770055413199
1279,20,21,70,80,,,,3.24581505854925,215.703137715658,0.103888924544056
1280,20,21,80,90,,,,3.17418771982193,216.99065272013303,0.0960660893470049
1281,20,21,90,100,,,,3.1292846798896803,218.534175872803,0.0863029391815265
1282,20,21,100,110,,,,3.15712821483612,220.273601531982,0.0768222119659185
1283,20,21,110,120,,,,3.2685958345731096,222.195636749268,0.0684431126962105
1284,20,21,120,135,,,,3.5383579532305403,224.525310516357,0.0627652530868848
1285,20,21,135,150,,,,4.23574340343475,226.290330251058,0.0685966412226359
1286,20,21,150,175,,,,6.02794583638509,225.344518025716,0.0983408279716969
1287,20,21,175,200,,,,9.20845667521159,222.306335449219,0.161313350001971
1288,20,21,200,250,,,,14.882415692011499,217.971321105957,0.298192848761876
1289,20,21,250,300,,,,27.893664360046397,202.960388183594,0.7141907910505929
1290,20,21,300,500,,,,45.834962526957206,153.037409464518,1.5283485949039501
1291,20,21,500,700,,,,53.9660784403483,93.7724698384603,2.30512917041779
1292,20,21,700,1000,,,,52.6002295811971,73.406047185262,2.70445422331492
1293,20,21,1000,1250,,,,49.32772636413571,76.9243386586507,2.83451561133067
1294,20,21,1250,1500,,,,45.8178571065267,93.8657461802165,2.8340345223744703
1295,20,21,1500,2000,,,,43.5467980702718,124.69601949056002,2.7651861111322997
1296,20,21,2000,2500,,,,43.0236279169718,158.431790669759,2.65401766697566
1297,20,21,2500,3000,,,,43.8398192723592,186.434794108073,2.55306239922841
1298,20,21,3000,3500,,,,44.9572054545085,200.161558787028,2.50477417310079
1299,20,21,3500,4000,,,,45.6910339991252,205.128126780192,2.48893839120865
1300,20,21,4000,4500,,,,46.481328646342,209.912799835205,2.47227634986242
1301,20,21,4500,5000,,,,47.7949123382568,217.514122009277,2.44511661926905
1302,20,21,5000,5500,,,,,,
1303,21,22,0,10,,,,3.2905572652816804,213.017094930013,0.124048952013254
1304,21,22,10,20,,,,3.2905571659406,213.01709874471,0.12404894890884599
1305,21,22,20,30,,,,3.2907418409983302,213.021123250326,0.12402781844139099
1306,21,22,30,40,,,,3.2943016290664704,213.037260691325,0.12382718299826
1307,21,22,40,50,,,,3.3158822655677795,213.121785481771,0.122557735070586
1308,21,22,50,60,,,,3.3665679693222006,213.531773885091,0.11805826301376
1309,21,22,60,70,,,,3.34776373704275,214.472613016764,0.11129770055413199
1310,21,22,70,80,,,,3.24581505854925,215.703137715658,0.103888924544056
1311,21,22,80,90,,,,3.17418771982193,216.99065272013303,0.0960660893470049
1312,21,22,90,100,,,,3.1292846798896803,218.534175872803,0.0863029391815265
1313,21,22,100,110,,,,3.15712821483612,220.273601531982,0.0768222119659185
1314,21,22,110,120,,,,3.2685958345731096,222.195636749268,0.0684431126962105
1315,21,22,120,135,,,,3.5383579532305403,224.525310516357,0.0627652530868848
1316,21,22,135,150,,,,4.23574340343475,226.290330251058,0.0685966412226359
1317,21,22,150,175,,,,6.02794583638509,225.344518025716,0.0983408279716969
1318,21,22,175,200,,,,9.20845667521159,222.306335449219,0.161313350001971
1319,21,22,200,250,,,,14.882415692011499,217.971321105957,0.298192848761876
1320,21,22,250,300,,,,27.893664360046397,202.960388183594,0.7141907910505929
1321,21,22,300,500,,,,45.834962526957206,153.037409464518,1.5283485949039501
1322,21,22,500,700,,,,53.9660784403483,93.7724698384603,2.30512917041779
1323,21,22,700,1000,,,,52.6002295811971,73.406047185262,2.70445422331492
1324,21,22,1000,1250,,,,49.32772636413571,76.9243386586507,2.83451561133067
1325,21,22,1250,1500,,,,45.8178571065267,93.8657461802165,2.8340345223744703
1326,21,22,1500,2000,,,,43.5467980702718,124.69601949056002,2.7651861111322997
1327,21,22,2000,2500,,,,43.0236279169718,158.431790669759,2.65401766697566
1328,21,22,2500,3000,,,,43.8398192723592,186.434794108073,2.55306239922841
1329,21,22,3000,3500,,,,44.9572054545085,200.161558787028,2.50477417310079
1330,21,22,3500,4000,,,,45.6910339991252,205.128126780192,2.48893839120865
1331,21,22,4000,4500,,,,46.481328646342,209.912799835205,2.47227634986242
1332,21,22,4500,5000,,,,47.7949123382568,217.514122009277,2.44511661926905
1333,21,22,5000,5500,,,,,,
1334,22,23,0,10,0.282456681,,0.06,3.27501394351323,213.33135477701802,0.0925223759065072
1335,22,23,10,20,,,,3.27501392364502,213.33135732015,0.0925223734229803
1336,22,23,20,30,,,,3.27515520652135,213.339152018229,0.0924987668792407
1337,22,23,30,40,,,,3.2779226700464905,213.441956837972,0.0919161712129911
1338,22,23,40,50,0.0,201.9,0.05,3.2854324976603198,213.82796986897802,0.0895804887016614
1339,22,23,50,60,,,,3.27943166097005,214.718343098958,0.08509674171606701
1340,22,23,60,70,,,,3.24319914976756,215.873996734619,0.0797533988952637
1341,22,23,70,80,,,,3.1468013525009195,217.05985132853198,0.0744386973480384
1342,22,23,80,90,7.240987896,228.3,0.01,3.05329398314158,218.186384836833,0.0691569851090511
1343,22,23,90,100,,,,2.9919867515564,219.568054199219,0.0625786629195015
1344,22,23,100,110,,,,3.00514354308446,221.166506449382,0.0560819472496708
1345,22,23,110,120,11.43228131,207.5,0.06,3.1185325781504303,223.025117238363,0.0505645365143816
1346,22,23,120,135,24.80129529,198.0,0.16,3.3967891732851703,225.41059366862004,0.0470386352390051
1347,22,23,135,150,,,,4.05517214536667,227.90966924031602,0.0502788430700699
1348,22,23,150,175,13.48948194,192.0,0.24,5.64317059516907,228.288396199544,0.0735723208636045
1349,22,23,175,200,,,,8.76717654863993,226.308064778646,0.13246756047010402
1350,22,23,200,250,28.57758119,195.3,0.38,14.054405530293801,223.528732299805,0.250075396150351
1351,22,23,250,300,,,,25.004660447438603,217.18857192993198,0.5600478351116179
1352,22,23,300,500,64.97189076000001,151.0,1.61,43.6462720235189,174.863629659017,1.30289666851362
1353,22,23,500,700,98.08789212,33.8,2.92,56.0776058832804,99.130303700765,2.2276820341746
1354,22,23,700,1000,47.13737924,30.2,3.035,54.495005607605,68.78378168741861,2.7252781192461604
1355,22,23,1000,1250,38.30000754,45.06666666666666,3.016666666666666,50.171697934468604,73.29484240214029,2.85636508464813
1356,22,23,1250,1500,40.29229618,55.3,3.0,46.1039136250814,92.0208123524984,2.8467264374097203
1357,22,23,1500,2000,26.48117241,78.4,2.88,43.610964139302595,124.49997711181601,2.76973903179169
1358,22,23,2000,2500,19.56205409,101.6,2.73,43.069833119710296,159.644425710042,2.65164291858673
1359,22,23,2500,3000,24.53119149,116.1,2.66,43.9140259424845,187.518131256104,2.5494194428126002
1360,22,23,3000,3500,20.125922600000003,129.4,2.6,45.013386408487996,200.584711710612,2.5032793879509
1361,22,23,3500,4000,19.29647049,143.0,2.52,45.8278764088949,205.85826619466098,2.48670643568039
1362,22,23,4000,4500,18.54731103,152.4,2.46,46.61501725514729,210.514242808024,2.47065411011378
1363,22,23,4500,5000,24.80190373,159.5,2.42,47.882718086242704,217.93213526407902,2.44387384255727
1364,22,23,5000,5500,35.05099093,161.6,2.515,,,
1365,23,24,0,10,,,,3.3512120048205096,214.568740844727,0.0637835934758186
1366,23,24,10,20,,,,3.3512120048205096,214.568743387858,0.0637835919236143
1367,23,24,20,30,,,,3.3519314726193703,214.58886591593398,0.063741407978038
1368,23,24,30,40,,,,3.36076255639394,214.76048151652,0.0631204939757784
1369,23,24,40,50,,,,3.3893737196922302,215.42015965779598,0.06075597926974299
1370,23,24,50,60,,,,3.4213304519653303,216.4559618632,0.0574192209169269
1371,23,24,60,70,,,,3.43903680642446,217.707530975342,0.0538918397699793
1372,23,24,70,80,,,,3.40803970893224,218.984544118245,0.05063559797902901
1373,23,24,80,90,,,,3.3725498517354304,220.216064453125,0.0475964223345121
1374,23,24,90,100,,,,3.37614158789317,221.705717722575,0.0439951168373227
1375,23,24,100,110,,,,3.45500447352727,223.522680918376,0.0401677420983712
1376,23,24,110,120,,,,3.6609485546747798,225.58554331461602,0.0373276071622968
1377,23,24,120,135,,,,4.07629664738973,228.05855941772498,0.0367167762791117
1378,23,24,135,150,,,,4.951903343200679,230.355421702067,0.0432840045541525
1379,23,24,150,175,,,,6.89386268456777,230.710186004639,0.070779870574673
1380,23,24,175,200,,,,10.5533004601796,228.968704223633,0.137634872148434
1381,23,24,200,250,,,,16.4882895151774,225.944176991781,0.275700119634469
1382,23,24,250,300,,,,24.9968600273132,221.708482106527,0.533206393321355
1383,23,24,300,500,,,,40.4574152628581,194.057693481445,1.11107513308525
1384,23,24,500,700,,,,56.724905331929506,111.70350964864099,2.08652494351069
1385,23,24,700,1000,,,,56.623740832010895,66.5925528208415,2.72166570027669
1386,23,24,1000,1250,,,,51.1840340296427,70.192969640096,2.87428486347198
1387,23,24,1250,1500,,,,46.4076716105143,90.6533864339193,2.85606622695923
1388,23,24,1500,2000,,,,43.6841996510824,124.97085380554199,2.770499030749
1389,23,24,2000,2500,,,,43.14285373687739,161.54674148559602,2.64551768700282
1390,23,24,2500,3000,,,,43.99074427286779,188.72279103597,2.54463309049606
1391,23,24,3000,3500,,,,45.0396588643392,200.88480504353802,2.50184776385625
1392,23,24,3500,4000,,,,45.833145459493,205.903142293294,2.48641626040141
1393,23,24,4000,4500,,,,46.5724118550619,210.169876098633,2.4720378915468904
1394,23,24,4500,5000,,,,47.8744061787923,217.83424377441398,2.4444176355997698
1395,23,24,5000,5500,,,,,,
1396,24,25,0,10,0.0,,,3.3512120048205096,214.568740844727,0.0637835934758186
1397,24,25,10,20,,,,3.3512120048205096,214.568743387858,0.0637835919236143
1398,24,25,20,30,,,,3.3519314726193703,214.58886591593398,0.063741407978038
1399,24,25,30,40,,,,3.36076255639394,214.76048151652,0.0631204939757784
1400,24,25,40,50,9.508412369,190.8,0.0,3.3893737196922302,215.42015965779598,0.06075597926974299
1401,24,25,50,60,,,,3.4213304519653303,216.4559618632,0.0574192209169269
1402,24,25,60,70,,,,3.43903680642446,217.707530975342,0.0538918397699793
1403,24,25,70,80,,,,3.40803970893224,218.984544118245,0.05063559797902901
1404,24,25,80,90,8.611338771,204.3,0.0,3.3725498517354304,220.216064453125,0.0475964223345121
1405,24,25,90,100,9.064019481,201.0,0.02,3.37614158789317,221.705717722575,0.0439951168373227
1406,24,25,100,110,,,,3.45500447352727,223.522680918376,0.0401677420983712
1407,24,25,110,120,4.222815197,198.2,0.04,3.6609485546747798,225.58554331461602,0.0373276071622968
1408,24,25,120,135,,,,4.07629664738973,228.05855941772498,0.0367167762791117
1409,24,25,135,150,11.69794213,182.3,0.14,4.951903343200679,230.355421702067,0.0432840045541525
1410,24,25,150,175,,,,6.89386268456777,230.710186004639,0.070779870574673
1411,24,25,175,200,,,,10.5533004601796,228.968704223633,0.137634872148434
1412,24,25,200,250,14.49427714,181.2,0.29,16.4882895151774,225.944176991781,0.275700119634469
1413,24,25,250,300,,,,24.9968600273132,221.708482106527,0.533206393321355
1414,24,25,300,500,72.793257055,156.3,1.385,40.4574152628581,194.057693481445,1.11107513308525
1415,24,25,500,700,74.14414621,54.35,2.685,56.724905331929506,111.70350964864099,2.08652494351069
1416,24,25,700,1000,58.66107377,25.0,3.03,56.623740832010895,66.5925528208415,2.72166570027669
1417,24,25,1000,1250,41.93835867,40.2,3.0,51.1840340296427,70.192969640096,2.87428486347198
1418,24,25,1250,1500,,,,46.4076716105143,90.6533864339193,2.85606622695923
1419,24,25,1500,2000,,,,43.6841996510824,124.97085380554199,2.770499030749
1420,24,25,2000,2500,,,,43.14285373687739,161.54674148559602,2.64551768700282
1421,24,25,2500,3000,,,,43.99074427286779,188.72279103597,2.54463309049606
1422,24,25,3000,3500,,,,45.0396588643392,200.88480504353802,2.50184776385625
1423,24,25,3500,4000,,,,45.833145459493,205.903142293294,2.48641626040141
1424,24,25,4000,4500,,,,46.5724118550619,210.169876098633,2.4720378915468904
1425,24,25,4500,5000,,,,47.8744061787923,217.83424377441398,2.4444176355997698
1426,24,25,5000,5500,,,,,,
1427,25,26,0,10,,,,3.6533602078755703,216.268826802572,0.0412114917611082
1428,25,26,10,20,,,,3.65336028734843,216.268829345703,0.0412114905193448
1429,25,26,20,30,,,,3.65460898478826,216.29188156127898,0.0411879721408089
1430,25,26,30,40,,,,3.6731877525647496,216.519551595052,0.0408084023122986
1431,25,26,40,50,,,,3.73595384756724,217.294663747152,0.039515539072454
1432,25,26,50,60,,,,3.8267581264177997,218.485224405924,0.0378365454574426
1433,25,26,60,70,,,,3.92733184496562,219.943644205729,0.0361241980766257
1434,25,26,70,80,,,,3.99335475762685,221.447034200033,0.0345791094005108
1435,25,26,80,90,,,,4.03416152795156,222.931259155273,0.0331220969868203
1436,25,26,90,100,,,,4.10443780819575,224.73537445068402,0.0314286959668001
1437,25,26,100,110,,,,4.27343251307805,226.882132212321,0.0297737731598318
1438,25,26,110,120,,,,4.58622105916341,229.332360585531,0.0288589949098726
1439,25,26,120,135,,,,5.16558925310771,232.11140314738,0.0305245043709874
1440,25,26,135,150,,,,6.3723265727361,234.426414489746,0.0417101690545678
1441,25,26,150,175,,,,8.86809118588766,234.384264628092,0.0814191829413176
1442,25,26,175,200,,,,13.173277139663698,231.755288441976,0.16901982948184
1443,25,26,200,250,,,,19.3976972897847,227.537734985352,0.32839444031318
1444,25,26,250,300,,,,26.83997742335,223.06734975179,0.5740514298280079
1445,25,26,300,500,,,,38.5863758722941,204.070868174235,1.02367800474167
1446,25,26,500,700,,,,56.5381021499634,124.697909037272,1.9529743293921202
1447,25,26,700,1000,,,,58.78200181325279,65.7869313557943,2.70439976453781
1448,25,26,1000,1250,,,,52.35350195566811,66.835631052653,2.89253395795822
1449,25,26,1250,1500,,,,46.7469743092855,89.17232640584308,2.86614835262299
1450,25,26,1500,2000,,,,43.7582664489746,125.70080502828002,2.7706115047136897
1451,25,26,2000,2500,,,,43.226214408874505,163.65736007690398,2.6385522286097203
1452,25,26,2500,3000,,,,44.079977353413895,190.035483042399,2.53941156466802
1453,25,26,3000,3500,,,,45.074857711792,201.20497639974,2.50040439764659
1454,25,26,3500,4000,,,,45.858759244283,206.034413655599,2.48589998483658
1455,25,26,4000,4500,,,,46.6065241495768,210.285636901855,2.4717932343483
1456,25,26,4500,5000,,,,47.769716898600294,217.15239461263002,2.44711685180664
1457,25,26,5000,5500,,,,,,
1458,26,27,0,10,0.0,,0.0,3.6533602078755703,216.268826802572,0.0412114917611082
1459,26,27,10,20,,,,3.65336028734843,216.268829345703,0.0412114905193448
1460,26,27,20,30,,,,3.65460898478826,216.29188156127898,0.0411879721408089
1461,26,27,30,40,0.0,208.6,0.0,3.6731877525647496,216.519551595052,0.0408084023122986
1462,26,27,40,50,,,,3.73595384756724,217.294663747152,0.039515539072454
1463,26,27,50,60,,,,3.8267581264177997,218.485224405924,0.0378365454574426
1464,26,27,60,70,4.0834593219999995,228.2,0.0,3.92733184496562,219.943644205729,0.0361241980766257
1465,26,27,70,80,,,,3.99335475762685,221.447034200033,0.0345791094005108
1466,26,27,80,90,,,,4.03416152795156,222.931259155273,0.0331220969868203
1467,26,27,90,100,,,,4.10443780819575,224.73537445068402,0.0314286959668001
1468,26,27,100,110,,,,4.27343251307805,226.882132212321,0.0297737731598318
1469,26,27,110,120,5.159913085,220.7,0.06,4.58622105916341,229.332360585531,0.0288589949098726
1470,26,27,120,135,24.705306399999998,214.5,0.1,5.16558925310771,232.11140314738,0.0305245043709874
1471,26,27,135,150,,,,6.3723265727361,234.426414489746,0.0417101690545678
1472,26,27,150,175,14.71751095,211.0,0.18,8.86809118588766,234.384264628092,0.0814191829413176
1473,26,27,175,200,,,,13.173277139663698,231.755288441976,0.16901982948184
1474,26,27,200,250,36.80612663,210.3,0.44,19.3976972897847,227.537734985352,0.32839444031318
1475,26,27,250,300,,,,26.83997742335,223.06734975179,0.5740514298280079
1476,26,27,300,500,85.1894156,202.39999999999998,1.08,38.5863758722941,204.070868174235,1.02367800474167
1477,26,27,500,700,98.59656936500001,94.3,2.38,56.5381021499634,124.697909037272,1.9529743293921202
1478,26,27,700,1000,48.447822326666675,23.8,3.0366666666666666,58.78200181325279,65.7869313557943,2.70439976453781
1479,26,27,1000,1250,31.17790279,26.6,3.08,52.35350195566811,66.835631052653,2.89253395795822
1480,26,27,1250,1500,27.42598424,52.3,3.0,46.7469743092855,89.17232640584308,2.86614835262299
1481,26,27,1500,2000,24.94722027,76.1,2.85,43.7582664489746,125.70080502828002,2.7706115047136897
1482,26,27,2000,2500,19.48780392,93.3,2.78,43.226214408874505,163.65736007690398,2.6385522286097203
1483,26,27,2500,3000,17.67210111,104.6,2.71,44.079977353413895,190.035483042399,2.53941156466802
1484,26,27,3000,3500,22.8493139,122.9,2.63,45.074857711792,201.20497639974,2.50040439764659
1485,26,27,3500,4000,,,,45.858759244283,206.034413655599,2.48589998483658
1486,26,27,4000,4500,18.19484257,146.1,2.51,46.6065241495768,210.285636901855,2.4717932343483
1487,26,27,4500,5000,,,,47.769716898600294,217.15239461263002,2.44711685180664
1488,26,27,5000,5500,24.854537712499997,161.60000000000002,2.4275,,,
1489,27,28,0,10,,,,4.42827745278676,219.130147298177,0.0255217449739575
1490,27,28,10,20,,,,4.42847434679667,219.13519668579102,0.025521092582493996
1491,27,28,20,30,,,,4.43452630440394,219.209148406982,0.0254941363818944
1492,27,28,30,40,,,,4.48000806570053,219.611315409342,0.0252725449390709
1493,27,28,40,50,,,,4.602906942367549,220.70470937093103,0.0247281508830686
1494,27,28,50,60,,,,4.77087310949961,222.259075164795,0.0241701230406761
1495,27,28,60,70,,,,4.95090893904368,224.011164347331,0.0237138488640388
1496,27,28,70,80,,,,5.101015130678809,225.850432078044,0.0233654924668372
1497,27,28,80,90,,,,5.20899212360382,227.66867828369098,0.0230462364852428
1498,27,28,90,100,,,,5.34752901395162,229.781806945801,0.0227212676157554
1499,27,28,100,110,,,,5.57801512877146,232.308699289958,0.0226487757948538
1500,27,28,110,120,,,,5.96396541595459,235.17325083414698,0.0236189983164271
1501,27,28,120,135,,,,6.7608542839686105,237.97664896647098,0.0298335535141329
1502,27,28,135,150,,,,8.50057999293009,239.068935394287,0.0555125152071317
1503,27,28,150,175,,,,11.6859303315481,237.238127390544,0.11767652320365099
1504,27,28,175,200,,,,16.4641930262248,232.97706858317102,0.228821832686663
1505,27,28,200,250,,,,22.348051071167003,227.934425354004,0.39921225110689795
1506,27,28,250,300,,,,28.3572487831116,223.786799112956,0.619491885105769
1507,27,28,300,500,,,,37.8999932607015,208.180102030436,0.999447713295619
1508,27,28,500,700,,,,56.0173489252726,134.82611211141,1.8574707210063899
1509,27,28,700,1000,,,,60.780776023864696,66.01923688252771,2.6800427039464303
1510,27,28,1000,1250,,,,53.658802986145,63.3833182652791,2.91033333539963
1511,27,28,1250,1500,,,,47.1244843800863,87.6059799194336,2.87688000996908
1512,27,28,1500,2000,,,,43.834354400634794,126.64733060201,2.7701382637023904
1513,27,28,2000,2500,,,,43.31906191507979,165.828088124593,2.63124183813731
1514,27,28,2500,3000,,,,44.1742992401123,191.307567596436,2.5342957973480202
1515,27,28,3000,3500,,,,45.1193294525146,201.55165608724,2.49893476565679
1516,27,28,3500,4000,,,,45.873739242553704,206.03091176350898,2.48592829704285
1517,27,28,4000,4500,,,,46.725365320841505,210.814877827962,2.47030484676361
1518,27,28,4500,5000,,,,47.6396646499634,216.286626180013,2.45053708553314
1519,27,28,5000,5500,,,,,,
1520,28,29,0,10,,,,4.42827745278676,219.130147298177,0.0255217449739575
1521,28,29,10,20,,,,4.42847434679667,219.13519668579102,0.025521092582493996
1522,28,29,20,30,,,,4.43452630440394,219.209148406982,0.0254941363818944
1523,28,29,30,40,,,,4.48000806570053,219.611315409342,0.0252725449390709
1524,28,29,40,50,,,,4.602906942367549,220.70470937093103,0.0247281508830686
1525,28,29,50,60,,,,4.77087310949961,222.259075164795,0.0241701230406761
1526,28,29,60,70,,,,4.95090893904368,224.011164347331,0.0237138488640388
1527,28,29,70,80,,,,5.101015130678809,225.850432078044,0.0233654924668372
1528,28,29,80,90,,,,5.20899212360382,227.66867828369098,0.0230462364852428
1529,28,29,90,100,,,,5.34752901395162,229.781806945801,0.0227212676157554
1530,28,29,100,110,,,,5.57801512877146,232.308699289958,0.0226487757948538
1531,28,29,110,120,,,,5.96396541595459,235.17325083414698,0.0236189983164271
1532,28,29,120,135,,,,6.7608542839686105,237.97664896647098,0.0298335535141329
1533,28,29,135,150,,,,8.50057999293009,239.068935394287,0.0555125152071317
1534,28,29,150,175,,,,11.6859303315481,237.238127390544,0.11767652320365099
1535,28,29,175,200,,,,16.4641930262248,232.97706858317102,0.228821832686663
1536,28,29,200,250,,,,22.348051071167003,227.934425354004,0.39921225110689795
1537,28,29,250,300,,,,28.3572487831116,223.786799112956,0.619491885105769
1538,28,29,300,500,,,,37.8999932607015,208.180102030436,0.999447713295619
1539,28,29,500,700,,,,56.0173489252726,134.82611211141,1.8574707210063899
1540,28,29,700,1000,,,,60.780776023864696,66.01923688252771,2.6800427039464303
1541,28,29,1000,1250,,,,53.658802986145,63.3833182652791,2.91033333539963
1542,28,29,1250,1500,,,,47.1244843800863,87.6059799194336,2.87688000996908
1543,28,29,1500,2000,,,,43.834354400634794,126.64733060201,2.7701382637023904
1544,28,29,2000,2500,,,,43.31906191507979,165.828088124593,2.63124183813731
1545,28,29,2500,3000,,,,44.1742992401123,191.307567596436,2.5342957973480202
1546,28,29,3000,3500,,,,45.1193294525146,201.55165608724,2.49893476565679
1547,28,29,3500,4000,,,,45.873739242553704,206.03091176350898,2.48592829704285
1548,28,29,4000,4500,,,,46.725365320841505,210.814877827962,2.47030484676361
1549,28,29,4500,5000,,,,47.6396646499634,216.286626180013,2.45053708553314
1550,28,29,5000,5500,,,,,,
1551,29,30,0,10,2.731644157,,,5.71342142422994,222.814534505208,0.0170308396530648
1552,29,30,10,20,,,,5.71447153886159,222.83763122558602,0.017032434232533002
1553,29,30,20,30,3.7563722889999998,210.7,0.0,5.7325259049733495,223.04898579915402,0.0170448458132644
1554,29,30,30,40,,,,5.8135679165522305,223.787789662679,0.0170779624022543
1555,29,30,40,50,,,,5.972501238187151,225.302177429199,0.0172321512363851
1556,29,30,50,60,0.0,212.6,0.0,6.16541870435079,227.26316579182898,0.0175334626498322
1557,29,30,60,70,,,,6.35826619466146,229.45425033569302,0.0179301750225325
1558,29,30,70,80,0.065359004,232.1,0.0,6.4927331209182695,231.648618062337,0.018340181093663
1559,29,30,80,90,,,,6.5892947912216195,233.827763875326,0.0186894031551977
1560,29,30,90,100,,,,6.73380653063456,236.29353586832698,0.0191408648776511
1561,29,30,100,110,9.018304503,224.8,0.02,6.98671762148539,239.12838617960603,0.0204543496171633
1562,29,30,110,120,,,,7.5702817440032995,242.014245351156,0.0267577955188851
1563,29,30,120,135,12.04342952,218.9,0.08,9.0196795463562,243.21427790323898,0.0507015179221829
1564,29,30,135,150,,,,11.6819179852804,241.58341217041,0.10491183213889599
1565,29,30,150,175,18.20293811,213.7,0.13,15.5311770439148,237.465390523275,0.193890647341808
1566,29,30,175,200,,,,20.2313604354858,232.055727640788,0.320300400257111
1567,29,30,200,250,,,,24.981100877126103,227.494758605957,0.47935239225626
1568,29,30,250,300,22.7917096,209.2,0.56,29.4673113822937,224.21391805012996,0.663010343909264
1569,29,30,300,500,38.60125854,218.4,0.85,37.8477977116903,209.36292139689098,1.00309355556965
1570,29,30,500,700,62.48723728,115.3,2.09,55.640625953674295,140.981594085693,1.80712601542473
1571,29,30,700,1000,68.933168615,27.450000000000003,2.98,62.5233319600423,66.7502263387044,2.6567681630452498
1572,29,30,1000,1250,36.09021555,13.5,3.14,55.0478754043579,60.0857865015666,2.9267319838206
1573,29,30,1250,1500,,,,47.5359656016032,86.0395692189534,2.88771633307139
1574,29,30,1500,2000,,,,43.915245691935205,127.770062128703,2.7689163684845
1575,29,30,2000,2500,,,,43.41865094502771,167.922253926595,2.623881538709
1576,29,30,2500,3000,,,,44.2655321756999,192.408041636149,2.5297424197197
1577,29,30,3000,3500,,,,45.1595856348673,201.817803700765,2.49776619672775
1578,29,30,3500,4000,,,,45.9067567189535,206.10192235310902,2.48580209414164
1579,29,30,4000,4500,,,,46.807189305623396,211.07119496663398,2.46994010607402
1580,29,30,4500,5000,,,,47.4711818695068,215.134613037109,2.4551198879877703
1581,29,30,5000,5500,,,,,,
1582,30,31,0,10,,,,5.71342142422994,222.814534505208,0.0170308396530648
1583,30,31,10,20,,,,5.71447153886159,222.83763122558602,0.017032434232533002
1584,30,31,20,30,,,,5.7325259049733495,223.04898579915402,0.0170448458132644
1585,30,31,30,40,,,,5.8135679165522305,223.787789662679,0.0170779624022543
1586,30,31,40,50,,,,5.972501238187151,225.302177429199,0.0172321512363851
1587,30,31,50,60,,,,6.16541870435079,227.26316579182898,0.0175334626498322
1588,30,31,60,70,,,,6.35826619466146,229.45425033569302,0.0179301750225325
1589,30,31,70,80,,,,6.4927331209182695,231.648618062337,0.018340181093663
1590,30,31,80,90,,,,6.5892947912216195,233.827763875326,0.0186894031551977
1591,30,31,90,100,,,,6.73380653063456,236.29353586832698,0.0191408648776511
